"It gives added perspective about the gravity of what is being considered.",right
"The majority leader noted today that Senate rules have been changed 18 times in the past 36 years by a simple majority vote.",right
"There needs to be a qualifier here - a very big qualifier: This rule change will allow, for the first time in Senate history, majority-imposed cloture.",right
"This is not minor.",right
"This is a big deal.",right
"It is said by the advocates that this will only affect the president's executive branch nominees.",right
"That may be true initially, but once a simple majority has been used to impose cloture for executive branch nominees, why can't it be used to for judicial nominees who have lifetime tenure?",right
"Why won't it be used for everyday legislation?",right
"But even in the unlikely event that this rule change remained confined to the president's executive branch nominees, it would not be a minor change, or one that could be described as no big deal.",right
"Let me give an example.",right
"One that I hope will give some of my colleagues pause as they consider this rule change.",right
"Currently under consideration by this body is the president's nominee to head the Environmental Protection Agency.",right
"This agency has broad reach across the country.",right
"Its regulatory authority extends to power generation and air quality.",right
"A heavy handed approach to these issues in particular has the potential to put a strangle hold on Arizona's economy.",right
"With only 15 percent of Arizona's land privately owned, EPA's influence is magnified by the considerable footprint the federal government already has in the state.",right
"So, the president's choice to head the EPA is an important choice, and the Senate's advice and consent role is vital.",right
"After reading some of the media reporting on the president's pick for this position, I initially had some heartburn.",right
"However, after meeting in my office with the president's nominee, discussing some of the issues unique to Arizona, and receiving assurances that we could, where appropriate, work collaboratively on these issues, I felt comfortable with the president's choice.",right
"On the whole, this has been my experience.",right
"Now, if this rule that we are about to consider were in place, would I have received a visit from the president's nominee?",right
"No!",right
"I served in the House of Representatives for 12 years.",right
"I never once received a visit from one of the president's nominees during the nomination process.",right
"Why is this?",right
"It's not because Arizona didn't have issues that needed attention or collaboration, or because these nominees have an aversion to the other chamber.",right
"It is because the House has no role in advice and consent.",right
"This is precisely the position that nearly half of the Senate will be in, in perpetuity, with regard to executive branch nominees by the end of this week if this change occurs.",right
"Mr. President, in my maiden Senate speech just a few months ago, I said the following:    The Senate is a body governed largely by consensus.",right
"The party holding the gavel is on a short leash.",right
"Bringing even the most non-controversial resolutions to the Senate floor requires the agreement or at least the acquiescence of the minority.",right
"Over the past decade both parties wielding the gavel have chafed under this arrangement.",right
"Both parties have at times considered changing the rules.",right
"Both parties have wisely reconsidered.",right
"The House has rules appropriate for the House.",right
"The rules of the Senate, however frustrating to the party that happens to wield the gavel, are appropriate for the Senate.",right
"Mr. President, it is my sincere hope that this body can realize its potential, and that whatever behavioral changes need to be made are made within the longstanding rules of the Senate, rules that have served this institution and the country for more than 200 years.",right
"I rise to discuss the nomination of Mr. Debo Adegbile to head the Civil Rights Division of the Department of Justice.",right
"I attended Mr. Adegbile's hearing in the Judiciary Committee and submitted additional written questions after the hearing.",right
"Unfortunately, even after hearing his testimony and reviewing his responses to questions, I remain concerned with Mr. Adegbile's ability to set aside more than a decade of advocacy on behalf of this and other liberal causes and serve as a neutral enforcer of our nation's civil rights laws.",right
"It appears I am not the only person who has reached this conclusion.",right
"His nomination is opposed by numerous law enforcement officers, including those represented by: the Fraternal Order of Police, the National Sheriffs' Association, the Major County Sheriffs' Association, the National Association of Police Organizations, the New Jersey State Policeman's Benevolent Association, and the National Narcotic Officers' Association.",right
"This widespread opposition is clearly not driven by partisanship, but by a heartfelt concern that this nominee is not suited for the position.",right
"I have no doubt Mr. Adegbile is an intelligent and hardworking lawyer with a commendable record of advocacy, but that does not mean he should head the Civil Rights Division.",right
"One of the responsibilities of the Department of Justice's Civil Rights Division is to handle citizens' allegations of civil rights violations by law enforcement officers from across the country.",right
"However, serious questions have been raised about Mr. Adegbile's ability to apply the law fairly in these cases, given his advocacy on behalf of a convicted cop killer.",right
"As the Fraternal Order of Police stated in its letter of opposition, in the decades Mr. Adegbile pushed this effort, he falsely disparaged and savaged the good name and reputation of a lifeless police officer in order to further his case.",right
"The National Narcotic's Association shares this analysis of Mr. Adegbile's advocacy, noting that he fabricated a baseless and unproven defense while also defaming the victim, Police Officer Daniel Faulkner, which raises serious questions about the nominee's judgment, especially considering the important position to which he has been nominated.",right
"There was no doubt as to Mumia Abu-Jamal's guilt.",right
"Afterward, he bragged about shooting Daniel Faulkner, and four witnesses saw the shooting.",right
"After being convicted and sentenced, Mumia's lawyers filed dozens of appeals on his behalf, which would suggest he had more than adequate legal representation.",right
"However, almost 28 years after his conviction, Mr. Adegbile decided to volunteer his time to assist Mumia.",right
"In a series of appeals and press events, Mr. Adegbile's organization called into question the motivations of the law enforcement officers responsible for Mumia's conviction, and distorted the record, calling his conviction and sentence a relic of a time and place that was notorious for police abuse and racial discrimination.",right
"As the Philadelphia's district attorney's opposition letter states, Mr. Adegbile's work on this case sends a message of contempt to police officers who risk their lives every day to maintain the peace.",right
"The DA concluded that Mr. Adegbile is ill-suited for a pivotal role in the Justice Department.",right
"The appalling facts of this case are well-known.",right
"In fact, in 2006, the House of Representatives passed a resolution condemning the history of this case and recognizing the culpability of Mumia by a vote of 368-31.",right
"There are others, like me, now serving in this chamber who voted in favor of that resolution.",right
"It is deeply troubling that we are faced with voting on this nominee now, after Senate rules have been broken and the minority has no say in executive or judicial nominations.",right
"Requiring the support of at least some minority senators discourages both the nomination and appointment of fringe or problematic nominees - something that benefits the country as a whole.",right
"Those rules ensured that the Senate was the cooling saucer that George Washington and the other founders intended.",right
"And they ensured that the heads of executive agencies were responsive to both the majority and minority parties.",right
"I do not think we would be moving forward on such a divisive nominee - one who elicits widespread opposition from across the political spectrum - if the majority had not employed the nuclear option last November.",right
"Mr. President, I hope we don't move forward with this nomination.",right
"I hope my colleagues will join me and others in voicing opposition to this nomination moving ahead.",right
"Few qualities are more American than a zeal for fair play.",right
"That's why, when reports emerged last spring that the Internal Revenue Service was targeting conservative groups applying for a certain tax-exempt status, fair-minded folks of all political stripes expressed outrage.",right
"Far from being a fringe conspiracy theory, the discovery of government-sanctioned bias against conservative organizations requesting 501(c)(4) status was reported by none other than the IRS' own inspector general.",right
"Since that discovery, several IRS employees - including the acting commissioner - have resigned, and the House of Representatives, the Senate and the Department of Justice are each conducting investigations.",right
"But despite the scorching questioning of IRS leaders and well-founded condemnation from all corners, the agency still has not learned its lesson on impartiality.",right
"What the IRS can't do with permission it seems determined to do by fiat.",right
"On Nov. 29, 2013, the agency published a proposed rule that would further trample on the free-speech rights of 501(c)(4) organizations and restrict their activities.",right
"The rule singles out the same conservative groups previously targeted by the IRS and threatens to limit their participation in a host of advocacy and educational activities, even nonpartisan voter-registration and education drives.",right
"These activities have a clear role in promoting civic engagement and social welfare - the exact purpose of the 501(c)(4) designation.",right
"The IRS' proposed rule would force groups such as the National Taxpayers Union and the American Civil Liberties Union to quit such activities or risk losing their tax-exempt status.",right
"Proponents of the rule claim it is necessary to clear up confusion about tax exemption and to bring greater transparency to political spending.",right
"This is little more than a convenient cover to quiet conservative critics while leaving others free to engage in political discourse.",right
"The administration should pay attention to the liberal groups denouncing this proposed rule and its detrimental impact.",right
"The ACLU slammed the rule as producing the same structural issues at the IRS that led to the use of inappropriate criteria in the selection of various charitable and social welfare groups for undue scrutiny.",right
"The Alliance for Justice Action Campaign and even the Sierra Club have been equally critical.",right
"In three months, more than 140,000 comments were submitted, the most for any rule-making.",right
"To halt this latest attempt to quash free speech, I introduced the Stop Targeting of Political Beliefs by the IRS Act, which would prohibit for one year the finalization of this proposed rule.",right
"It would also prevent additional targeting of 501(c)(4) groups by restoring the IRS standards and definitions that were in place before the agency began going after conservative organizations.",right
"The House of Representatives recently passed an identical bill, and the Senate legislation already has 40 co-sponsors.",right
"It deserves the support of the full Senate.",right
"However, Democrats have refused to allow the bill to come to the floor for debate and a vote.",right
"And President Obama has issued a veto threat against it.",right
"That threat is a clearly disproportionate response to legislation aimed at protecting free-speech rights of conservatives and liberals alike.",right
"It also demonstrates how badly the Obama administration wants to sweep this problem under the rug while silencing any remaining critics.",right
"My bill is simple and fair: It merely suspends new IRS rule-making regarding 501(c)(4) groups until the ongoing investigations are completed.",right
"When a powerful government agency has a problem with bias and abuse, that's exactly what Congress should be doing - and the least the public should expect - until this issue is resolved.",right
"Nowhere else in the country are people more keenly aware of the value of water than here in the desert Southwest.",right
"It's the lifeblood of our communities.",right
"Yet growing demands on shared water supplies have generated intense interest and regional tensions.",right
"Throughout our country and around the world, water continues to be one of the most important issues of our time.",right
"That is why I am pleased to announce that on Saturday, World Water Day, I am launching a yearlong conversation on domestic and international water issues.",right
"This project will focus on bringing attention to water-security challenges with an eye toward identifying effective policies that could inform water-management decisions.",right
"I look forward to tapping the reservoir of expertise we have in Arizona at the Department of Water Resources, the University of Arizona's Water Resource Research Center, and Arizona State University's Morrison Institute, among others.",right
"For more than a century, Arizona has been on the cutting edge of water management, and our breadth of experience will ensure we can successfully tackle the water challenges ahead.",right
"Arizona as we know it today is due in large part to the historic vision that led to the development of the Salt River Project, construction of Roosevelt Dam and creation of the Central Arizona Project.",right
"We continued with the passage of prudent conservation policies such as the Groundwater Management Code.",right
"Because we are home to 22 federally recognized American Indian tribes, we have also had the opportunity to work on mutually beneficial water settlements.",right
"Our location along the border has enabled us to be a part of water treaty negotiations with Mexico.",right
"This diverse set of water challenges, and Arizona's know-how in addressing them, will serve as a valuable resource for the rest of the United States and the world.",right
"With recent events in California and continued attention on global water scarcity in Africa and elsewhere, it is clear the time for a conversation about water policy is now.",right
"Hundreds of millions of people at home and abroad face issues with access to safe drinking water, sanitation and hygiene.",right
"Thankfully, leaders like Gov.",right
"Jan Brewer and former Sen. Jon Kyl, along with others in the water community, have helped pave the way to address these problems in Arizona.",right
"With the release of Arizona's Strategic Water Vision in January and Kyl's work with the Morrison Institute to refine that discussion, the state is proactively looking at ways to plan our future.",right
"My hope is to build on those efforts, and better understand how our local solutions might inform federal policy.",right
"I am pleased to say our experience has shown the best solutions to these problems are driven by water managers at the local level.",right
"We are fortunate in Arizona to have some of the best leaders and best water-management practices in the world.",right
"The domestic and international challenges related to this issue are real; now is the time to understand them and advance better water policies.",right
"I look forward to getting started.As we approach the Oct. 1 deadline when Obamacare begins to go into effect, it becomes more and more evident that the president's health-care law is not ready for prime time.",right
"Through our congressional oversight and the feedback we get from businesses and families around the country on a daily basis, we have seen just how frustrated people are with the impact Obamacare is having on their lives.",right
"It has become very clear that this law is unworkable.",right
"A CNN poll last week shows support for the president's health-care law waning, with only 39 percent of Americans now in favor of Obamacare, down from 51 percent in January.",right
"With the Obama administration's decisions to delay several parts of the health-care law, including the employer mandate, it is clear that even the White House now recognizes what the rest of America already knows: Obamacare is a train wreck.",right
"Businesses small and large across our states have shared stories about the burdens Obamacare is placing on them.",right
"Couple that with the most recent jobs numbers from the Bureau of Labor Statistics, and it is difficult not to conclude that Obamacare is having a dampening effect on the country's economy.",right
"That is why we have introduced legislation that would delay all Obamacare provisions and taxes for one year.",right
"H.R.",right
"2809 and S. 1490 seek to postpone all provisions of the Affordable Care Act taking effect on Jan. 1, 2014 or later by one year from the date of enactment.",right
"Delaying Obamacare is a necessary step in our efforts to get this law off the books and replace it with real health-care solutions that work for American families and businesses.",right
"It builds on efforts already taken by the House and Senate to delay both the individual and employer mandates.",right
"In fairness to American taxpayers, the best thing we can do right now is to implement a one-year delay so we can continue to chip away at this disastrous law.",right
"Postponing Obamacare gives us the best chance to defund it.",right
"If we delay the law, the administration will be unable to collect new taxes, provide subsidies or expand Medicaid -- all things that put taxpayers further on the hook.",right
"As Republicans continue to work to implement real health-care solutions for Americans, our legislation is the right step to take.",right
"In fairness to taxpayers, our best option today is to delay Obamacare's implementation for one year and continue to work to enact policies that put patients and doctors in charge of health care and do not require trillions of dollars of taxpayer money.",right
"When I was a graduate student and Senate intern in the late 1980s, my master's thesis proved to be a rather shallow attempt to explain Robert Mugabe's hold on the Zimbabwean electorate nearly a decade removed from independence.",right
"Twenty-five years later, that hold on the electorate has long since been exposed as brute force and chicanery.",right
"What is left to explain is Mugabe's mystifying hold on the rest of Africa.",right
"Western media and election observers were notably - and forcibly - absent during Zimbabwe's July 31 contest, but there was a robust presence by Southern African Development Community (SADC) and African Union (AU) election observers.",right
"Nevertheless, despite clear, abundant and still-mounting evidence of a deeply flawed election process, SADC and the AU seem eager to give Mugabe and his ZANU-PF party a pass.",right
"While final reports have yet to be issued, SADC's has already declared the Zimbabwe election free and peaceful, and the AU has affirmed it as credible.",right
"Note the absence of the word fair.",right
"But why quibble?",right
"The whole of Africa is sending us messages of congratulations to say 'well done,'  was Mugabe's interpretation.",right
"And who can blame him.",right
"That Zimbabwe would have another deeply flawed election is not news to anyone who has followed Mugabe's ham-handed rule over the past 33 years.",right
"But to those who are hoping that Africa is indeed turning the corner in terms of politics and governance, such a response in the wake of the election is deeply concerning.",right
"There is much to commend in the founding charters and principles of both SADC and the AU.",right
"Cooperation and coordination through these institutions has strengthened individual economies and provided a useful tool to address cross-border and regional security and governance issues.",right
"The potential for future collaboration is even greater.",right
"Which is why it is so puzzling that SADC and the AU would so willingly jettison their own principles when it comes to elections in Zimbabwe.",right
"Again, this is not an example of the West holding nascent democracies to unreasonably high electoral standards.",right
"It is simply a matter of asking SADC and the AU to abide by their own standards and live up to their own charters.",right
"SADC's Principles and Guidelines Governing Democratic Elections provide for its observer role during member state elections, to ensure full participation of the citizens in the political process by certifying, among other things, the existence of [an] updated and accessible voters roll.",right
"Such rolls were neither updated nor accessible during the Zimbabwe elections.",right
"Likewise, the AU's Guidelines for Electoral Observations call for competent accountable electoral institutions to take all necessary measures to ensure such essentials as equal access to public media by competing parties.",right
"There was not even a pretense of equal access to state media during Zimbabwe's election season.",right
"In the founding document of the New Partnership for Africa's Development, African heads of state hailed the emergence of democratic regimes and committed African leaders to take responsibility for promoting human rights ... by developing clear standards of accountability, transparency and participatory governance.",right
"In the context of observing the Zimbabwe elections, only Botswana has been willing to take such responsibility.",right
"Botswana decried Zimbabwe's elections as not free and fair and warned that SADC should not create the undesirable precedent of permitting exceptions to its own rules.",right
"Unfortunately, Zimbabwe's course seems set for the near future.",right
"By the time official reports on the election are issued, ZANU-PF will have formed a new government.",right
"The Zimbabwean courts are unlikely to intervene, and Mugabe will go on making empty speeches about liberation while Zimbabwe, unable to feed itself and having lost its own currency, erodes its independence by the day.",right
"The final reports issued by SADC and the AU won't tell us anything we don't already know about Zimbabwe, but they will say a great deal about the direction that southern Africa as a region, and Africa as a whole, is headed.",right
"Will African leaders be true to their own undertakings and stand for the principles they have espoused, or will they bow to the knee of a desperate old man determined to keep himself in power no matter the cost to the citizens he claims to represent?",right
"After winning election to the U.S. Senate last year, I expected to be teaming up often with my fellow conservative Marco Rubio (R., Fla.).",right
"What I never expected was that Senator Rubio and I would be working on immigration-reform legislation with liberals like Chuck Schumer (D., N.Y.) and Dick Durbin (D., Ill.).",right
"While conservatives are justified in their skepticism of any legislation that Senators Schumer and Durbin sign off on, I hope we don't let their association with the bill that is now before the Senate overshadow the conservative elements that Republicans have included.",right
"The first section of the bill addresses border security.",right
"It requires the Department of Homeland Security (DHS) to develop a Comprehensive Southern Border Security Strategy and appropriates $3 billion to implement the plan with resources such as military-developed surveillance systems, additional Border Patrol and customs agents, and unmanned and fixed-wing aircraft.",right
"DHS is also required to develop the Southern Border Fencing Strategy, with $1.5 billion to ensure that all parts of the border that need a fence have a fence (some parts of the border are so mountainous that a fence would be impractical and redundant).",right
"Because DHS hasn't always addressed the situation at the border realistically, the bill requires that if they do not achieve a 90 percent effectiveness rate within five years (meaning that 9 of every 10 illegal border crossers is apprehended), another $2 billion will be spent to implement recommendations from a commission of border stakeholders, who, for the first time, will have meaningful authority to increase border security.",right
"This funding can be directed toward more manpower, technology, and infrastructure strategies.",right
"Additionally, the bill takes strategies and resources that have been effective in certain parts of the border and expands them to the entire border.",right
"Among these are 3,500 new customs agents, authorization to deploy the National Guard at the border, funding for more border-crossing prosecutions, increased funding for Operation Stonegarden (a program of DHS grants to local law-enforcement agencies to improve border security), more Border Patrol stations and forward operating bases, access to all federal lands, funding for improved radio communications in isolated parts of the border, reauthorized funding for the State Criminal Alien Assistance Program (to reimburse state and local law-enforcement agencies for jailing illegal immigrants), and deployment of Department of Defense border radar equipment.",right
"Another conservative concern with potential immigration reform has been the issue of amnesty.",right
"This bill ensures that no illegal immigrant will be given amnesty or rewarded for illegal behavior.",right
"In fact, no illegal immigrant will be given anything.",right
"Before any illegal immigrant can adjust to a non-citizenship provisional status, DHS must have submitted the border-security and border-fencing strategies.",right
"Only then will these immigrants be able to legally work in the country -- but they will not be eligible for government assistance (unemployment, welfare, Obamacare, etc.).",right
"Moreover, to be eligible for this non-citizenship provisional status, illegal immigrants must pay a $500 fine, pass a background check, and pay fees.",right
"And before most illegal immigrants can adjust from this provisional status to being lawful permanent residents, the border-security and border-fencing strategies will have to be operational and functioning.",right
"Additionally, every employer in the country will have to use the E-Verify system to check the immigration status of every employee hire.",right
"E-Verify is in use in Arizona, but this bill will make it mandatory across the country.",right
"Only after ten years can these provisional-status immigrants apply for a green card (which is still short of U.S. citizenship).",right
"In order to earn a green card, they will have to pay all back taxes, maintain employment in the U.S., learn English and civics, and wait until everyone who applied for a green card before them has been processed.",right
"It will likely be close to 13 years before current illegal immigrants begin to become eligible for citizenship.",right
"It is a long and difficult path, but even though some law-abiding and productive members of our society will eventually earn that opportunity, not all of them will take it.",right
"Other measures important to conservatives, like an overhaul of the legal-immigration system with a shift to a more merit-based process and a more robust temporary-worker program, are also included in the bill.",right
